cProfile_30_100.dat
         5556146 function calls (2879839 primitive calls) in 5.583 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      128    0.000    0.000    0.068    0.001 __init__.py:2286(parse)
     1355    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:716(find_spec)
      102    0.000    0.000    0.007    0.000 _distn_infrastructure.py:588(__init__)
      128    0.000    0.000    0.065    0.001 __init__.py:2225(__init__)
       16    0.000    0.000    0.005    0.000 cookiejar.py:936(set_ok)
     1108    0.000    0.000    0.000    0.000 inspect.py:2763(<genexpr>)
      499    0.000    0.000    0.002    0.000 __init__.py:1373(safe_name)
        8    0.000    0.000    0.001    0.000 SSL.py:211(wrapper)
        2    0.000    0.000    0.001    0.000 feedparser.py:470(_parse_headers)
      186    0.000    0.000    0.000    0.000 decorators.py:134(__call__)
      175    0.000    0.000    0.003    0.000 inspect.py:2776(__eq__)
       16    0.000    0.000    0.003    0.000 cookiejar.py:715(is_third_party)
      235    0.000    0.000    0.001    0.000 intranges.py:31(intranges_contain)
       53    0.000    0.000    1.382    0.026 {method 'readline' of '_io.BufferedReader' objects}
     1025    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      231    0.000    0.000    0.001    0.000 codecs.py:318(decode)
      346    0.000    0.000    0.005    0.000 __init__.py:1462(has_metadata)
     1511    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
       16    0.000    0.000    0.002    0.000 cookiejar.py:1464(_cookie_from_cookie_tuple)
        5    0.000    0.000    0.001    0.000 artist.py:1057(<listcomp>)
   119/21    0.000    0.000    0.008    0.000 pyparsing.py:3230(leaveWhitespace)
       24    0.000    0.000    0.003    0.000 pyparsing.py:2604(__init__)
       31    0.000    0.000    0.002    0.000 argparse.py:1299(add_argument)
      282    0.000    0.000    0.000    0.000 traitlets.py:419(__init__)
     1040    0.000    0.000    0.000    0.000 pyparsing.py:292(__init__)
      370    0.000    0.000    0.001    0.000 posixpath.py:115(splitext)
      148    0.000    0.000    0.008    0.000 __init__.py:2036(_handle_ns)
       39    0.000    0.000    0.001    0.000 config.py:410(register_option)
       25    0.000    0.000    0.009    0.000 utils.py:46(load_json_dict)
     1305    0.000    0.000    0.001    0.000 inspect.py:72(isclass)
      152    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1301(path_hook_for_FileFinder)
      313    0.000    0.000    0.000    0.000 _util.py:249(<listcomp>)
  292/161    0.000    0.000    0.007    0.000 pyparsing.py:3800(parseImpl)
      157    0.000    0.000    0.000    0.000 pyparsing.py:1530(resetCache)
     2671    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
      166    0.000    0.000    0.014    0.000 textwrap.py:369(wrap)
      443    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
      179    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      145    0.000    0.000    0.065    0.000 pyparsing.py:1571(parseString)
       32    0.000    0.000    0.001    0.000 decode_asn1.py:24(_obj2txt)
       10    0.000    0.000    0.005    0.001 decode_asn1.py:66(_decode_general_name)
     1181    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
     2122    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:34(_relax_case)
      146    0.000    0.000    0.001    0.000 __init__.py:2642(<listcomp>)
        1    0.000    0.000    0.000    0.000 frequencies.py:686(_period_alias_dictionary)
        1    0.000    0.000    0.001    0.001 __init__.py:1016(_rc_params_in_file)
      146    0.000    0.000    0.012    0.000 __init__.py:2535(activate)
     3217    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
     2626    0.000    0.000    0.000    0.000 inspect.py:2739(parameters)
     3234    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       48    0.000    0.000    0.001    0.000 parse.py:731(quote_from_bytes)
      121    0.000    0.000    0.000    0.000 traitlets.py:649(tag)
      773    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       57    0.000    0.000    0.000    0.000 core.py:63(check_bidi)
       32    0.000    0.000    0.002    0.000 cookiejar.py:609(request_host)
     1216    0.000    0.000    0.001    0.000 os.py:800(decode)
     1291    0.000    0.000    0.001    0.000 sre_compile.py:101(fixup)
      129    0.000    0.000    0.000    0.000 specifiers.py:591(__init__)
       57    0.000    0.000    0.003    0.000 core.py:286(ulabel)
        3    0.000    0.000    0.007    0.002 common.py:3(<module>)
   103/93    0.000    0.000    0.068    0.001 <frozen importlib._bootstrap_external>:903(create_module)
       22    0.000    0.000    0.002    0.000 argparse.py:381(_format_actions_usage)
      900    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
      266    0.000    0.000    0.000    0.000 sre_parse.py:797(fix_flags)
      350    0.000    0.000    0.000    0.000 inspect.py:2766(<dictcomp>)
        6    0.000    0.000    0.003    0.001 patches.py:1757(_pprint_styles)
      305    0.000    0.000    0.004    0.000 __init__.py:2925(split_sections)
  252/124    0.000    0.000    0.006    0.000 pyparsing.py:3307(<listcomp>)
      103    0.000    0.000    0.001    0.000 sre_parse.py:260(getuntil)
      134    0.000    0.000    0.005    0.000 __init__.py:1872(get_metadata_lines)
      266    0.000    0.000    0.000    0.000 sre_parse.py:70(__init__)
     1820    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
      663    0.000    0.000    0.001    0.000 inspect.py:467(_is_wrapper)
      287    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        2    0.000    0.000    0.001    0.000 _distn_infrastructure.py:3299(get_distribution_names)
       27    0.000    0.000    0.001    0.000 argparse.py:1218(__init__)
      146    0.000    0.000    0.073    0.000 __init__.py:2328(parse_map)
        9    0.000    0.000    0.400    0.044 response.py:563(read_chunked)
     1914    0.000    0.000    0.000    0.000 version.py:298(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
      574    0.000    0.000    0.000    0.000 six.py:184(find_module)
       12    0.000    0.000    0.001    0.000 cookiejar.py:145(_str2time)
        1    0.000    0.000    0.001    0.001 from_dict.py:42(style_from_dict)
       44    0.000    0.000    0.069    0.002 __init__.py:2315(parse_group)
        1    0.000    0.000    0.002    0.002 testing.py:1(<module>)
      106    0.000    0.000    0.001    0.000 pyparsing.py:2363(__init__)
        1    0.000    0.000    0.001    0.001 datetools.py:1(<module>)
      379    0.000    0.000    0.000    0.000 inspect.py:2493(__eq__)
        4    0.000    0.000    0.179    0.045 __init__.py:15(<module>)
        4    0.000    0.000    0.014    0.003 cookiejar.py:1657(extract_cookies)
      380    0.000    0.000    0.004    0.000 sre_parse.py:90(closegroup)
      332    0.000    0.000    0.000    0.000 six.py:141(__init__)
        2    0.000    0.000    0.003    0.002 client.py:194(parse_headers)
       20    0.000    0.000    0.001    0.000 message.py:463(get)
      313    0.000    0.000    0.000    0.000 _util.py:254(<listcomp>)
       76    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
      146    0.000    0.000    0.008    0.000 __init__.py:2124(fixup_namespace_packages)
       32    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_get_error}
       18    0.000    0.000    0.002    0.000 gettext.py:369(find)
        2    0.000    0.000    0.001    0.000 decode_asn1.py:248(_decode_certificate_policies)
      155    0.000    0.000    0.001    0.000 magic_arguments.py:73(_format_action_invocation)
     2188    0.000    0.000    0.000    0.000 inspect.py:2438(default)
       28    0.000    0.000    0.000    0.000 encoder.py:203(iterencode)
      515    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.003    0.003 cpuinfo.py:122(__init__)
       64    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    1.794    0.897 connection.py:279(connect)
       14    0.000    0.000    0.199    0.014 client.py:591(_safe_read)
      129    0.000    0.000    0.001    0.000 requirements.py:54(<lambda>)
        4    0.000    0.000    0.002    0.001 feedparser.py:217(_parsegen)
       24    0.000    0.000    0.001    0.000 queue.py:147(get)
     1216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(<genexpr>)
     1659    0.000    0.000    0.001    0.000 __init__.py:2168(_normalize_cached)
      163    0.000    0.000    0.004    0.000 abc.py:151(register)
        3    0.000    0.000    0.000    0.000 expr.py:214(disallowed)
      458    0.000    0.000    0.001    0.000 __init__.py:421(<genexpr>)
       36    0.000    0.000    0.000    0.000 gettext.py:113(_expand_lang)
        5    0.000    0.000    0.002    0.000 artist.py:1045(get_aliases)
       90    0.000    0.000    0.000    0.000 traitlets.py:1631(__init__)
      458    0.000    0.000    0.001    0.000 __init__.py:419(<genexpr>)
      166    0.000    0.000    0.005    0.000 textwrap.py:161(_split)
      528    0.000    0.000    0.000    0.000 sre_compile.py:513(isstring)
        1    0.000    0.000    0.002    0.002 generic.py:74(NDFrame)
        3    0.000    0.000    0.005    0.002 __init__.py:870(__init__)
       55    0.000    0.000    0.016    0.000 pyparsing.py:2730(__init__)
        1    0.000    0.000    0.001    0.001 core.py:21(<module>)
     45/9    0.000    0.000    0.018    0.002 argparse.py:202(format_help)
       12    0.000    0.000    0.001    0.000 _collections_abc.py:756(update)
       44    0.000    0.000    0.007    0.000 graph_objs_tools.py:55(_dict_object_help)
        4    0.000    0.000    0.000    0.000 {method 'callback' of 'CompiledFFI' objects}
      149    0.000    0.000    0.003    0.000 pyparsing.py:1780(__add__)
      294    0.000    0.000    0.000    0.000 __init__.py:746(__iter__)
      120    0.000    0.000    0.011    0.000 argparse.py:614(_split_lines)
       68    0.000    0.000    0.003    0.000 ops.py:981(_arith_method_FRAME)
     1080    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:811(get_filename)
      287    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        4    0.000    0.000    0.002    0.001 request.py:2399(getproxies_environment)
       16    0.000    0.000    0.000    0.000 cookiejar.py:750(__init__)
  538/409    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        2    0.000    0.000    0.772    0.386 pyopenssl.py:402(wrap_socket)
      604    0.000    0.000    0.000    0.000 artist.py:1141(is_alias)
        4    0.000    0.000    0.008    0.002 cookiejar.py:1577(make_cookies)
        1    0.000    0.000    0.005    0.005 mathtext.py:2595(<listcomp>)
       37    0.000    0.000    0.000    0.000 _policybase.py:289(header_source_parse)
        5    0.000    0.000    0.010    0.002 artist.py:1186(pprint_setters)
      920    0.000    0.000    0.000    0.000 sre_parse.py:161(__setitem__)
       14    0.000    0.000    0.622    0.044 __init__.py:5(<module>)
      155    0.000    0.000    0.000    0.000 argparse.py:604(_iter_indented_subactions)
      523    0.000    0.000    0.000    0.000 decorators.py:174(__init__)
       88    0.000    0.000    0.000    0.000 structures.py:53(__getitem__)
      413    0.000    0.000    0.099    0.000 re.py:222(compile)
       40    0.000    0.000    0.001    0.000 argparse.py:151(__init__)
      210    0.000    0.000    0.000    0.000 _distn_infrastructure.py:711(<genexpr>)
     1186    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:427(has_location)
       42    0.000    0.000    0.002    0.000 panel.py:1517(_panel_arith_method)
       68    0.000    0.000    0.000    0.000 _policybase.py:277(_sanitize_header)
        1    0.000    0.000    0.074    0.074 __init__.py:723(iter_entry_points)
      166    0.000    0.000    0.014    0.000 textwrap.py:343(wrap)
        2    0.000    0.000    0.003    0.001 pyparsing.py:4820(_makeTags)
      122    0.000    0.000    0.000    0.000 expr.py:150(<genexpr>)
       50    0.000    0.000    0.001    0.000 colors.py:334(to_rgba)
      131    0.000    0.000    0.000    0.000 pyparsing.py:670(_asStringList)
      385    0.000    0.000    0.001    0.000 {built-in method builtins.all}
      306    0.000    0.000    0.000    0.000 argparse.py:1270(register)
       49    0.000    0.000    0.005    0.000 pyparsing.py:1016(_trim_arity)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2777(__str__)
      104    0.000    0.000    0.001    0.000 __init__.py:2136(file_ns_handler)
     1205    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method today}
      162    0.000    0.000    0.000    0.000 oid.py:59(__hash__)
       67    0.000    0.000    0.022    0.000 cm.py:35(revcmap)
      713    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      576    0.000    0.000    0.000    0.000 os.py:743(__iter__)
       55    0.000    0.000    0.000    0.000 graph_reference.py:146(get_attributes_dicts)
      205    0.000    0.000    0.000    0.000 functools.py:73(wraps)
       16    0.000    0.000    0.001    0.000 cookiejar.py:1002(set_ok_domain)
        2    0.000    0.000    0.015    0.008 pyparsing.py:5334(pyparsing_common)
      222    0.000    0.000    0.000    0.000 token.py:15(split)
      103    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:911(exec_module)
        8    0.000    0.000    0.000    0.000 message.py:498(get_all)
      124    0.000    0.000    0.000    0.000 token.py:34(__getattr__)
      136    0.000    0.000    0.015    0.000 utils.py:27(register_decorator)
        2    0.000    0.000    0.010    0.005 adapters.py:240(build_response)
       48    0.000    0.000    0.001    0.000 parse.py:670(quote)
       48    0.000    0.000    0.000    0.000 nosetester.py:170(__init__)
       82    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:1043(__import__)
      222    0.000    0.000    0.001    0.000 __init__.py:1856(has_metadata)
        1    0.000    0.000    0.002    0.002 frame.py:162(DataFrame)
        1    0.000    0.000    0.004    0.004 frequencies.py:1(<module>)
     2393    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        9    0.000    0.000    0.188    0.021 response.py:527(_update_chunk_length)
        2    0.000    0.000    0.001    0.001 SSL.py:461(__init__)
      161    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
      151    0.000    0.000    0.000    0.000 argparse.py:556(_metavar_formatter)
        1    0.000    0.000    0.026    0.026 cm.py:6(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _openssl.X509V3_EXT_d2i}
      166    0.000    0.000    0.001    0.000 textwrap.py:147(_munge_whitespace)
       11    0.000    0.000    1.580    0.144 socket.py:561(readinto)
      601    0.000    0.000    0.000    0.000 pyparsing.py:2112(__str__)
      258    0.000    0.000    0.001    0.000 pyparsing.py:1419(tryParse)
